9.252876,9.688659,6.341199
8.231501,9.642732,6.659431
7.210261,9.614398,6.939482
6.185535,9.586248,7.192513
5.165453,9.552756,7.388279
4.146317,9.528184,7.548965
3.129652,9.500355,7.663707
2.120041,9.480833,7.748053
1.112020,9.460352,7.803564
0.097471,9.449421,7.846540
-0.918301,9.421937,7.816676
-1.929478,9.417376,7.784984
-2.943197,9.406290,7.718361
-3.959261,9.403570,7.614707
-4.974264,9.396353,7.491975
-5.994979,9.399213,7.335605
-7.014208,9.392685,7.106345
-8.032382,9.390855,6.847915
-9.058419,9.388932,6.587895
-10.096085,9.389244,6.284422
9.264167,8.668407,6.685215
8.239692,8.631007,7.005437
7.218171,8.599132,7.285882
6.190582,8.571403,7.525602
5.172436,8.540462,7.717864
4.157028,8.512757,7.852264
3.138833,8.492828,7.977373
2.132900,8.476566,8.089223
1.124546,8.455573,8.129606
0.112855,8.445459,8.161662
-0.896838,8.420966,8.149928
-1.905490,8.407809,8.106464
-2.917607,8.400639,8.042629
-3.934286,8.389134,7.942068
-4.950859,8.383521,7.803245
-5.966133,8.379786,7.622545
-6.991024,8.378885,7.418379
-8.004706,8.371814,7.171788
-9.024740,8.366808,6.893179
-10.058887,8.370611,6.617045
9.270267,7.637608,6.994969
8.248587,7.606964,7.306773
7.223477,7.575061,7.576978
6.202579,7.550386,7.830996
5.182218,7.523038,8.006801
4.165094,7.495810,8.158706
3.153526,7.474911,8.278818
2.146880,7.456078,8.371262
1.140038,7.437082,8.427593
0.131354,7.428470,8.457860
-0.881208,7.404341,8.442688
-1.885721,7.390749,8.416845
-2.895004,7.380117,8.328943
-3.911355,7.373560,8.223260
-4.928757,7.364479,8.100697
-5.941308,7.362780,7.926607
-6.962971,7.356047,7.712820
-7.985704,7.351677,7.467570
-8.999257,7.342967,7.190079
-10.022745,7.340547,6.903153
9.272692,6.613455,7.249314
8.253851,6.581292,7.559150
7.233584,6.556839,7.853161
6.209100,6.531741,8.075000
5.190756,6.501265,8.267316
4.176790,6.479922,8.423716
3.162767,6.459524,8.548661
2.157154,6.442121,8.643330
1.154120,6.424373,8.691944
0.148048,6.411641,8.716370
-0.861648,6.392285,8.708475
-1.868269,6.373766,8.645544
-2.877786,6.360678,8.571458
-3.888822,6.354360,8.478564
-4.902451,6.348325,8.364459
-5.919302,6.341147,8.180962
-6.940880,6.338386,7.963216
-7.958985,6.330231,7.715922
-8.973412,6.326049,7.441714
-9.990732,6.314459,7.116797
9.275615,5.583086,7.481574
8.260918,5.556977,7.779770
7.240382,5.533738,8.064313
6.214397,5.507931,8.306338
5.197835,5.482612,8.489392
